generation,train,validation,test,valid_mse,test_mse
0,0.0289825105062,-0.583858773629,0.199797529315,0.0857010943198,0.074544057683
1,0.270930624427,-0.165691907153,0.21926836172,0.0626951269538,0.072730223176
2,0.402461721539,0.136913958539,0.300021045097,0.0531730299531,0.0652075862082
3,0.478938809258,0.260170351782,0.355029848629,0.0454744614005,0.0600831588616
4,0.522122043888,0.35676547736,0.364796722704,0.0421085471199,0.059173311103
5,0.552732199185,0.401383167434,0.385862772423,0.0391120980407,0.0572108717417
6,0.55749335084,0.440940835025,0.422139046174,0.033112890313,0.0538315012173
7,0.584203346549,0.541469401026,0.430155998014,0.0357674625588,0.053084670081
8,0.603016462365,0.505796529062,0.456262501667,0.0332439664947,0.0506526796968
9,0.615200418196,0.53392951722,0.456037433604,0.0319680124216,0.0506736462487
10,0.57609102738,0.555762061153,0.460073031731,0.0362383486138,0.0502977040708
11,0.638983249842,0.50155567772,0.465507500249,0.0302890205459,0.04979144803
12,0.637189949649,0.574656775313,0.47078961513,0.0307229549166,0.0492993847201
13,0.65325227903,0.568596169107,0.470437138441,0.0281438141424,0.049332220213
14,0.652425676267,0.59928275326,0.482423148834,0.0286521296697,0.0482156454925
15,0.651282935075,0.593554078909,0.474594707058,0.0297443636037,0.0489449156917
16,0.647362956495,0.575768920077,0.465752257431,0.0301025868419,0.0497686473087
17,0.698211877539,0.568980326165,0.487620160819,0.0276401871436,0.04773151007
18,0.68482534962,0.608481303887,0.504076099085,0.0287430393945,0.0461985325346
19,0.706856671082,0.599151319006,0.489604722058,0.0279249416304,0.0475466353003
20,0.679964313957,0.602214302909,0.45307628528,0.0303646689409,0.0509494964486
21,0.704733662958,0.56343854034,0.446041792086,0.0282814055506,0.0516048051806
22,0.709568004876,0.598143482422,0.457450269689,0.0283527391907,0.0505420313906
23,0.719468777948,0.593249348771,0.457073302626,0.0252217341523,0.0505771483211
24,0.700724047112,0.649653484754,0.454990364845,0.0276219887366,0.0507711875046
25,0.750456987772,0.613857444426,0.579843328033,0.0196965240392,0.0391403230287
26,0.738581809266,0.731242258116,0.591338364903,0.0211830620743,0.0380694856808
27,0.747474384136,0.712835294538,0.590212850123,0.0213917404363,0.0381743346931
28,0.765152160529,0.705658557575,0.601974693811,0.01739971461,0.0370786425571
29,0.758531622442,0.764554468791,0.609067419531,0.0173638139989,0.0364179090871
