r2_5_features,mse_5_features,,,,,,,,,,,,,,,,,,,
0.463393209,0.049988408,,,,,,0.4634,0.0500,0.6111,0.0362,0.4239,0.0537,0.4453,0.0517,0.4750,0.0489,0.4865,0.0478,,
0.420045042,0.054026571,,,,,,0.4200,0.0540,0.5926,0.0380,0.4680,0.0496,0.4571,0.0506,0.0971,0.0841,0.5419,0.0427,,
0.477732913,0.048652571,,,,,,0.4777,0.0487,0.5752,0.0396,0.4654,0.0498,0.4129,0.0547,0.5284,0.0439,0.5420,0.0427,,
0.529323433,0.043846579,,,,,,0.5293,0.0438,0.5536,0.0416,0.4330,0.0528,0.4543,0.0508,0.4927,0.0473,0.6197,0.0354,,
0.172210557,0.077113963,,,,,,0.1722,0.0771,0.5896,0.0382,0.4416,0.0520,0.4592,0.0504,0.5510,0.0418,0.5133,0.0453,,
0.479802356,0.048459789,,,,,,0.4798,0.0485,0.5363,0.0432,0.4624,0.0501,0.3698,0.0587,0.5813,0.0390,0.4721,0.0492,,
0.450919495,0.051150415,,,,,,0.4509,0.0512,0.5352,0.0433,0.4934,0.0472,0.4741,0.0490,0.5575,0.0412,0.5816,0.0390,,
0.576627983,0.039439853,,,,,,0.5766,0.0394,0.5686,0.0402,0.4297,0.0531,0.4494,0.0513,0.5105,0.0456,0.4607,0.0502,,
0.132413168,0.080821349,,,,,,0.1324,0.0808,0.5697,0.0401,0.0436,0.0891,0.4907,0.0474,-0.0631,0.0990,0.5512,0.0418,,
0.500609728,0.046521448,,,,,,0.5006,0.0465,0.5665,0.0404,0.4892,0.0476,0.3747,0.0583,0.4444,0.0518,0.5663,0.0404,,
0.482099734,0.048245774,,,,,,0.4821,0.0482,0.5995,0.0373,-0.0643,0.0991,0.4052,0.0554,-0.0567,0.0984,0.5748,0.0396,,
0.536273517,0.043199134,,,,,,0.5363,0.0432,0.5697,0.0401,0.4164,0.0544,0.4622,0.0501,0.1591,0.0783,0.5518,0.0417,,
0.435771638,0.052561537,,,,,,0.4358,0.0526,0.5181,0.0449,0.4447,0.0517,0.3957,0.0563,0.5637,0.0406,0.5157,0.0451,,
0.457509811,0.050536485,,,,,,0.4575,0.0505,0.5813,0.0390,0.4453,0.0517,0.4105,0.0549,0.4751,0.0489,0.5034,0.0463,,
0.461522022,0.050162721,,,,,,0.4615,0.0502,0.6084,0.0365,0.5137,0.0453,0.3809,0.0577,-0.0710,0.0998,0.5990,0.0374,,
0.486918584,0.047796867,,,,,,0.4869,0.0478,0.6176,0.0356,0.3499,0.0606,0.3620,0.0594,0.5675,0.0403,0.4503,0.0512,,
0.461034967,0.050208094,,,,,,0.4610,0.0502,0.6004,0.0372,0.4664,0.0497,0.5028,0.0463,0.5009,0.0465,0.5803,0.0391,,
0.445712491,0.051635482,,,,,,0.4457,0.0516,0.5597,0.0410,0.4805,0.0484,0.4271,0.0534,0.4374,0.0524,0.4612,0.0502,,
0.330708815,0.062348821,,,,,,0.3307,0.0623,0.5632,0.0407,-0.0491,0.0977,0.4777,0.0487,0.4460,0.0516,0.4470,0.0515,,
0.370842691,0.05861009,,,,,,0.3708,0.0586,0.3159,0.0637,0.4384,0.0523,0.5086,0.0458,0.6273,0.0347,0.5301,0.0438,,
0.518642351,0.044841592,,,,,,,,,,,,,,,,,,,
0.53463848,0.043351448,,,,,,,,,,,,,,,,,,,
0.456453363,0.0506349,,,,,,0.4634,0.6111,0.4239,0.4453,0.4750,0.4865,,,,,,,,
0.505138725,0.046099542,,,,,,0.4200,0.5926,0.4680,0.4571,0.0971,0.5419,,,,,,,,
0.396010371,0.056265557,,,,,,0.4777,0.5752,0.4654,0.4129,0.5284,0.5420,,,,,,,,
,,,,,,,0.5293,0.5536,0.4330,0.4543,0.4927,0.6197,,,,,,,,
,,,,,,,0.1722,0.5896,0.4416,0.4592,0.5510,0.5133,,,,,,,,
,,,,,,,0.4798,0.5363,0.4624,0.3698,0.5813,0.4721,,,,,,,,
,,,,,,,0.4509,0.5352,0.4934,0.4741,0.5575,0.5816,,,,,,,,
,,,,,,,0.5766,0.5686,0.4297,0.4494,0.5105,0.4607,,,,,,,,
,,,,,,,0.1324,0.5697,0.0436,0.4907,-0.0631,0.5512,,,,,,,,
,,,,,,,0.5006,0.5665,0.4892,0.3747,0.4444,0.5663,,,,,,,,
,,,,,,,0.4821,0.5995,-0.0643,0.4052,-0.0567,0.5748,,,,,,,,
,,,,,,,0.5363,0.5697,0.4164,0.4622,0.1591,0.5518,,,,,,,,
,,,,,,,0.4358,0.5181,0.4447,0.3957,0.5637,0.5157,,,,,,,,
,,,,,,,0.4575,0.5813,0.4453,0.4105,0.4751,0.5034,,,,,,,,
,,,,,,,0.4615,0.6084,0.5137,0.3809,-0.0710,0.5990,,,,,,,,
,,,,,,,0.4869,0.6176,0.3499,0.3620,0.5675,0.4503,,,,,,,,
,,,,,,,0.4610,0.6004,0.4664,0.5028,0.5009,0.5803,,,,,,,,
,,,,,,,0.4457,0.5597,0.4805,0.4271,0.4374,0.4612,,,,,,,,
,,,,,,,0.3307,0.5632,-0.0491,0.4777,0.4460,0.4470,,,,,,,,
,,,,,,,0.3708,0.3159,0.4384,0.5086,0.6273,0.5301,,,,,,,,
