generation,train,validation,test,validmse,testmse
0,0.854331302872,0.762514381628,0.540329116999,0.0175643405836,0.0428213284424
1,0.858590826921,0.754644658336,0.540329116999,0.0178855692363,0.0428213284424
2,0.853931569507,0.739869592873,0.540329116999,0.0189431683345,0.0428213284424
3,0.837429989302,0.724765775741,0.540329116999,0.0205805320287,0.0428213284424
4,0.856315304754,0.753071624645,0.541200067295,0.0180864779766,0.0427401937652
5,0.861203133314,0.748505181233,0.541200067295,0.0185498267117,0.0427401937652
6,0.85604899246,0.74131510736,0.541200067295,0.0187870352987,0.0427401937652
7,0.835849582715,0.669651667736,0.541200067295,0.0243762839436,0.0427401937652
8,0.848414522728,0.72535810514,0.536226170273,0.0203433458564,0.0432035445797
9,0.848414522728,0.72535810514,0.536226170273,0.0203433458564,0.0432035445797
10,0.852417214704,0.741252591574,0.492231649666,0.0195584137201,0.047301919931
11,0.859003129128,0.753642404258,0.543615703392,0.0186560990934,0.0425151615726
12,0.868060986256,0.780441118725,0.482121730085,0.0166640858225,0.0482437246067
13,0.886278480488,0.800080836559,0.612086338589,0.0145694594355,0.0361366771681
14,0.856431135143,0.785757039616,0.612086338589,0.0160088971626,0.0361366771681
15,0.862687692952,0.749493273764,0.612086338589,0.0184162079229,0.0361366771681
16,0.894423538646,0.837999531515,0.568317991232,0.0119139152642,0.040213983012
17,0.89527580226,0.82993654846,0.568317991232,0.0125386730758,0.040213983012
18,0.866231915744,0.73371186538,0.568317991232,0.0193206573057,0.040213983012
19,0.888368535661,0.816727546139,0.475079748321,0.0136727937595,0.0488997309476
20,0.855812416852,0.690642454125,0.475079748321,0.0235245372239,0.0488997309476
21,0.886549287275,0.830943835772,0.365941042367,0.0126878218575,0.0590667102937
22,0.841482306432,0.774225225593,0.365941042367,0.0165522049324,0.0590667102937
23,0.849232100669,0.77672467652,0.368258229297,0.0160811113851,0.0588508492804
24,0.821524505218,0.78766043872,0.350932764745,0.0158554420278,0.0604648288371
25,0.845420740227,0.741869891626,0.350932764745,0.019397124822,0.0604648288371
26,0.844164846647,0.772287131713,0.399710343586,0.0166931814763,0.0559208805441
27,0.835869880447,0.72835753299,0.399710343586,0.020004480878,0.0559208805441
28,0.844164846647,0.772287131713,0.399710343586,0.0166931814763,0.0559208805441
29,0.818959461793,0.723010686026,0.399710343586,0.020112490372,0.0559208805441
30,0.878052396951,0.82312012754,0.515287629739,0.0130481548393,0.0451541056321
31,0.875440859458,0.812293852895,0.515287629739,0.0137184822206,0.0451541056321
32,0.875974148394,0.813852976693,0.49923592486,0.0136562051055,0.0466494262019
33,0.853467813774,0.740998284133,0.49923592486,0.0189884722144,0.0466494262019
34,0.855918163136,0.762239867976,0.545056426267,0.0174081845942,0.0423809488789
35,0.858966402754,0.770922731471,0.529940151897,0.0169552436903,0.0437891280209
36,0.803271528874,0.573463976846,0.529940151897,0.0306116887409,0.0437891280209
37,0.849529226369,0.686311226369,0.505983266509,0.0226024520322,0.0460208675015
38,0.844694265573,0.687270959294,0.509079187946,0.0224274814518,0.0457324623108
39,0.849021237138,0.724123226247,0.506985678421,0.0197470635523,0.0459274863209
40,0.846458639056,0.701563939144,0.506985678421,0.0213775962256,0.0459274863209
41,0.848787260483,0.709893810119,0.499403339492,0.0209727083889,0.0466338304415
42,0.852879016898,0.729678114356,0.479851192611,0.0194460418851,0.0484552399202
43,0.853002799218,0.720167979077,0.479851192611,0.0202329017723,0.0484552399202
44,0.852851237835,0.680712381381,0.479851192611,0.0228154541205,0.0484552399202
45,0.846481032385,0.724533353154,0.570135941379,0.019397644402,0.0400446291478
46,0.863378908774,0.740956305406,0.558171066769,0.0183531164303,0.0411592349329
47,0.849779328606,0.73592575621,0.558171066769,0.0181900806126,0.0411592349329
48,0.866464608561,0.737744523515,0.638818610374,0.0188762381853,0.0336463924178
49,0.852747049186,0.744646805914,0.571698020844,0.0189752012828,0.0398991112995
50,0.860763606123,0.760591110461,0.551939889889,0.0175405398695,0.0417397095325
51,0.857795393212,0.752588018611,0.551939889889,0.0182456301782,0.0417397095325
52,0.865086756549,0.769358586479,0.515952124324,0.0166021546521,0.0450922036454
53,0.843714924544,0.725669325071,0.515952124324,0.0196326843144,0.0450922036454
54,0.858526580801,0.745309134682,0.462036338077,0.018533421678,0.0501148093325
55,0.850928857927,0.728430049678,0.462036338077,0.0195196490852,0.0501148093325
56,0.844556237596,0.6740811513,0.462036338077,0.0231936954175,0.0501148093325
57,0.843778967713,0.699859532022,0.458918387594,0.0216928160637,0.0504052666719
58,0.853483728488,0.714949849579,0.471037115305,0.0204869938106,0.0492763284711
