1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,n
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,2
0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,3
0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,0,0,0,0,4
0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5,0,0,0,0,5
0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,6,0,0,0,0,6
0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,7,0,0,0,0,7
0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,8,0,0,0,0,8
0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,9,0,0,0,0,9
0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,10,0,0,0,0,10
0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,11,0,0,0,0,11
0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,12,0,0,0,0,12
0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,0,13,0,0,0,0,13
0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,0,14,0,0,0,0,14
0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,0,15,0,0,0,0,15
0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,0,16,0,0,0,0,16
0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,17,0,17,0,0,0,0,17
0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,18,0,18,0,0,0,0,18
0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,19,0,19,0,0,0,0,19
0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,0,20,0,0,0,0,20
0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,21,0,20,0,0,0,0,21
0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,22,0,20,0,0,0,0,22
0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,23,0,20,0,0,0,0,23
0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,24,0,20,0,0,0,0,24
0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,25,0,20,0,0,0,0,25
0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,26,0,20,0,0,0,0,26
0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,27,0,20,0,0,0,0,27
0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,28,0,20,0,0,0,0,28
0,0,0,29,29,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,29,0,20,0,0,0,0,29
0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,30,0,20,0,0,0,0,30
0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,31,1,20,0,0,0,0,31
0,0,0,32,32,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,32,2,20,0,0,0,0,32
0,0,0,33,33,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,33,3,20,0,0,0,0,33
0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,34,4,20,0,0,0,0,34
0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,35,5,20,0,0,0,0,35
0,0,0,36,35,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,36,6,20,0,0,0,0,36
0,0,0,37,35,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,37,7,20,0,0,0,0,37
0,0,0,38,35,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,38,8,20,0,0,0,0,38
0,0,0,39,35,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,39,9,20,0,0,0,0,39
0,0,0,40,35,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,40,10,20,0,0,0,0,40
0,0,0,40,36,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,41,10,20,2,0,0,0,41
0,0,0,40,37,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,42,10,20,4,0,0,0,42
0,0,0,40,38,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,43,10,20,6,0,0,0,43
0,0,0,40,39,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,44,10,20,8,0,0,0,44
0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,45,10,20,10,0,0,0,45
0,0,0,41,41,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,46,10,20,10,0,0,0,46
0,0,0,42,42,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,47,10,20,10,0,0,0,47
0,0,0,43,43,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,48,10,20,10,0,0,0,48
0,0,0,44,44,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,49,10,20,10,0,0,0,49
0,0,0,45,45,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,50,10,20,10,0,0,0,50
0,0,0,46,46,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,51,11,20,10,0,0,0,51
0,0,0,47,47,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,52,12,20,10,0,0,0,52
0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,53,13,20,10,0,0,0,53
0,0,0,49,49,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,54,14,20,10,0,0,0,54
0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,55,15,20,10,0,0,0,55
0,0,0,50,51,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,56,15,20,12,0,0,0,56
0,0,0,50,52,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,57,15,20,14,0,0,0,57
0,0,0,50,53,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,58,15,20,16,0,0,0,58
0,0,0,50,54,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,59,15,20,18,0,0,0,59
0,0,0,50,55,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,60,15,20,20,0,0,0,60
0,0,0,51,56,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,61,16,20,20,0,0,0,61
0,0,0,52,57,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,62,17,20,20,0,0,0,62
0,0,0,53,58,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,63,18,20,20,0,0,0,63
0,0,0,54,59,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,64,19,20,20,0,0,0,64
0,0,0,55,60,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,65,20,20,20,0,0,0,65
0,0,0,55,61,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,67,20,20,21,0,0,0,66
0,0,0,55,62,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,69,20,20,22,0,0,0,67
0,0,0,55,63,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,71,20,20,23,0,0,0,68
0,0,0,55,64,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,73,20,20,24,0,0,0,69
0,0,0,55,65,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,75,20,20,25,0,0,0,70
0,0,0,56,66,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,76,21,20,25,0,0,0,71
0,0,0,57,67,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,77,22,20,25,0,0,0,72
0,0,0,58,68,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,78,23,20,25,0,0,0,73
0,0,0,59,69,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,79,24,20,25,0,0,0,74
0,0,0,60,70,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,80,25,20,25,0,0,0,75
0,0,0,60,71,0,0,0,0,0,0,0,1,0,0,81,0,0,0,0,0,81,25,20,25,0,0,0,76
0,0,0,60,72,0,0,0,0,0,0,0,2,0,0,82,0,0,0,0,0,82,25,20,25,0,0,0,77
0,0,0,60,73,0,0,0,0,0,0,0,3,0,0,83,0,0,0,0,0,83,25,20,25,0,0,0,78
0,0,0,60,74,0,0,0,0,0,0,0,4,0,0,84,0,0,0,0,0,84,25,20,25,0,0,0,79
0,0,0,60,75,0,0,0,0,0,0,0,5,0,0,85,0,0,0,0,0,85,25,20,25,0,0,0,80
0,0,0,60,76,0,0,0,0,0,0,0,6,0,0,86,0,0,0,0,0,86,25,20,25,0,0,0,81
0,0,0,60,77,0,0,0,0,0,0,0,7,0,0,87,0,0,0,0,0,87,25,20,25,0,0,0,82
0,0,0,60,78,0,0,0,0,0,0,0,8,0,0,88,0,0,0,0,0,88,25,20,25,0,0,0,83
0,0,0,60,79,0,0,0,0,0,0,0,9,0,0,89,0,0,0,0,0,89,25,20,25,0,0,0,84
0,0,0,60,80,0,0,0,0,0,0,0,10,0,0,90,0,0,0,0,0,90,25,20,25,0,0,0,85
