generation,train,validation,test,valid_mse,test_mse
0,0.582162247955,0.352815457489,0.269689133745,0.0490364060427,0.0680332007648
1,0.582991248916,0.387538905002,0.297506205649,0.0399349521772,0.0654418598374
2,0.610197822215,0.429205646573,0.298011056683,0.0320979450896,0.0653948296843
3,0.604218373996,0.42956425806,0.370952363094,0.0402585633451,0.058599873218
4,0.604367676488,0.429374677467,0.404590204817,0.042955553656,0.0554662897744
5,0.564749230162,0.369273470884,0.350382808223,0.0462569120274,0.0605160608593
6,0.597117652138,0.421404101118,0.349721313555,0.0462569120274,0.0605776833842
7,0.632700537237,0.46516127955,0.372743511267,0.0402585633451,0.0584330161317
8,0.634849794165,0.467181477632,0.370898459492,0.0402585633451,0.0586048946886
9,0.642294472073,0.489102007246,0.387050668225,0.0402585633451,0.057100211532
10,0.626301968767,0.463852220976,0.384824391945,0.0402585633451,0.0573076036279
11,0.644338472837,0.483147353296,0.376568154994,0.0402585633451,0.0580767257264
12,0.642294472073,0.489102007246,0.387050668225,0.0318128715809,0.057100211532
13,0.642294472073,0.489102007246,0.387050668225,0.0318128715809,0.057100211532
14,0.642294472073,0.489102007246,0.387050668225,0.0402585633451,0.057100211532
15,0.642294472073,0.489102007246,0.387050668225,0.0318128715809,0.057100211532
16,0.642294472073,0.489102007246,0.387050668225,0.0402585633451,0.057100211532
17,0.626427630458,0.469201688535,0.413547677057,0.0402585633451,0.0546318430539
18,0.651600186387,0.505177494869,0.399987857675,0.0318128715809,0.0558950283042
19,0.651600186387,0.505177494869,0.399987857675,0.0318128715809,0.0558950283042
20,0.637549329026,0.47374807761,0.325385560587,0.0402585633451,0.0628447168406
21,0.629082113169,0.470084231957,0.270150491517,0.0348748676609,0.0679902222918
22,0.633428298399,0.464237093925,0.151122646957,0.0374657306546,0.0790784391317
23,0.629082113169,0.470084231957,0.270150491517,0.0402585633451,0.0679902222918
24,0.622172477595,0.463651219747,0.279164117159,0.0402585633451,0.0671505445172
25,0.61458215203,0.445806553153,0.337503940178,0.0425748060791,0.0617158110695
26,0.622172477595,0.463651219747,0.279164117159,0.0348748676609,0.0671505445172
27,0.628243614713,0.457672589987,0.312448371138,0.0402585633451,0.0640499000685
28,0.627405116256,0.445260948017,0.354746250759,0.0402585633451,0.0601095778452
29,0.627405116256,0.445260948017,0.354746250759,0.0402585633451,0.0601095778452
30,0.627405116256,0.445260948017,0.354746250759,0.0402585633451,0.0601095778452
31,0.619322734887,0.44016841565,0.379786242305,0.042357124245,0.0577769399911
32,0.627405116256,0.445260948017,0.354746250759,0.0402585633451,0.0601095778452
33,0.627405116256,0.445260948017,0.354746250759,0.0402585633451,0.0601095778452
34,0.627405116256,0.445260948017,0.354746250759,0.0402585633451,0.0601095778452
35,0.627405116256,0.445260948017,0.354746250759,0.0402585633451,0.0601095778452
36,0.627405116256,0.445260948017,0.354746250759,0.0402585633451,0.0601095778452
37,0.627405116256,0.445260948017,0.354746250759,0.0402585633451,0.0601095778452
38,0.627405116256,0.445260948017,0.354746250759,0.0402585633451,0.0601095778452
39,0.627405116256,0.445260948017,0.354746250759,0.0402585633451,0.0601095778452
40,0.627405116256,0.445260948017,0.354746250759,0.0402585633451,0.0601095778452
41,0.627405116256,0.445260948017,0.354746250759,0.0402585633451,0.0601095778452
42,0.626497028382,0.443612991247,0.34407559547,0.0402585633451,0.0611036186943
43,0.619599290817,0.449772568222,0.328293481408,0.0373514261801,0.0625738251284
44,0.623772764761,0.438669120937,0.312063629603,0.0412674936318,0.0640857412415
45,0.62797399005,0.453477639097,0.353624187751,0.0361099577444,0.0602141053025
46,0.626497028382,0.443612991247,0.34407559547,0.0402585633451,0.0611036186943
47,0.636644750173,0.440126211282,0.331081861857,0.0402585633451,0.0623140693783
48,0.639932482302,0.445170151051,0.361523298845,0.0385509385656,0.0594782517972
49,0.625588940508,0.441965034477,0.333404940181,0.0402585633451,0.0620976595434
50,0.63069223479,0.445416700162,0.302774722614,0.0412674936318,0.0649510632616
