generation,train,validation,test,validmse,testmse
0,0.606403590325,-0.0700689552385,0.393402337283,0.0613015438966,0.0565085123034
1,0.618373875687,-0.424131461122,0.393402337283,0.0681203448331,0.0565085123034
2,0.664922659307,-0.320675295687,0.458468246966,0.0712303021898,0.0504472001953
3,0.6857617672,-1.07039833982,0.458468246966,0.0943138512182,0.0504472001953
4,0.646593402713,0.103910398816,0.42351215062,0.0545603075874,0.0537035876195
5,0.597585357339,0.101213326119,0.42351215062,0.0561133412747,0.0537035876195
6,0.705977112444,-1.91784305366,0.42351215062,0.122349955249,0.0537035876195
7,0.619885180518,0.0376622842522,0.373495285812,0.0607086424639,0.0583629834498
8,0.710374320723,-0.137106189986,0.373495285812,0.0615260786324,0.0583629834498
9,0.625520096979,-0.0531171305059,0.469690644652,0.053148186366,0.0494017609582
10,0.608193858782,-0.336277278127,0.469690644652,0.0656606058939,0.0494017609582
11,0.714964565422,0.246399550239,0.517016860159,0.0365434705015,0.0449930165866
12,0.635393021165,-0.382648138454,0.517016860159,0.0694612478316,0.0449930165866
13,0.624227303325,-0.483083293265,0.517016860159,0.0725931986545,0.0449930165866
14,0.66221170201,-0.304053343685,0.424698509927,0.0684486830158,0.0535930705442
15,0.699992335808,-0.206626678391,0.447832331692,0.0623143476421,0.0514380047862
16,0.67246082728,-0.0331534887061,0.433824099814,0.0574070341709,0.0527429625731
17,0.725371124878,-0.061318992314,0.433824099814,0.0547355209795,0.0527429625731
18,0.645865500137,-0.0373822750637,0.309878773716,0.0638032463371,0.0642892747587
19,0.659647316829,0.143959531626,0.404368356276,0.0469234222874,0.0554869564069
20,0.615929354201,0.0561601046545,0.404368356276,0.0554914587224,0.0554869564069
21,0.685925599259,0.255713259198,0.464428593751,0.0446364825509,0.0498919551781
22,0.685925599259,0.255713259198,0.464428593751,0.0446364825509,0.0498919551781
23,0.761286477776,0.378467415902,0.463027597459,0.0369280194836,0.0500224670826
24,0.68926016263,0.270959605628,0.463027597459,0.0400448563459,0.0500224670826
25,0.632051512123,0.155431522884,0.463027597459,0.0508406787877,0.0500224670826
26,0.735590463023,0.399582714326,0.482851317637,0.0330890064046,0.0481757587874
27,0.761286477776,0.378467415902,0.482851317637,0.0369280194836,0.0481757587874
28,0.729840839075,-0.0517249520187,0.482851317637,0.0634789835276,0.0481757587874
29,0.715823383897,0.0131632290817,0.469017656824,0.0454488005988,0.0494644541456
30,0.730376462355,-0.58763866417,0.469017656824,0.0714019856733,0.0494644541456
31,0.737214571963,-0.302393003096,0.484445793853,0.0578212714012,0.0480272229713
32,0.76422585581,-1.11895494646,0.484445793853,0.0898673477746,0.0480272229713
33,0.739396098715,0.022366861966,0.373195807635,0.047561257278,0.0583908817872
34,0.629126056425,-0.781937724058,0.373195807635,0.0754516217856,0.0583908817872
35,0.673293664008,-0.0206450585882,0.409264209426,0.0506562091699,0.055030875886
36,0.65724254314,-0.254303455505,0.409264209426,0.0644699782262,0.055030875886
37,0.658815014785,0.119402851826,0.386802837989,0.0471744957267,0.0571232985283
38,0.73532898811,0.0165325692699,0.386802837989,0.0459379060796,0.0571232985283
39,0.663000449129,0.276920536768,0.344118516703,0.0380129233986,0.0610996203027
40,0.711714230898,0.0406981258663,0.344118516703,0.0476448998438,0.0610996203027
41,0.661076681378,0.431024027116,0.330955408159,0.0328227543669,0.0623258493616
42,0.741445032917,0.399297438477,0.330955408159,0.028328459502,0.0623258493616
43,0.615409792675,0.123089370573,0.330955408159,0.0451190218601,0.0623258493616
44,0.617267866716,0.248529904592,0.271602118773,0.0419666834022,0.0678549937841
45,0.643613262653,-0.186952416701,0.271602118773,0.0687739206743,0.0678549937841
46,0.595209567429,0.0816752984103,0.400768110129,0.0490400277768,0.0558223427201
47,0.674130197728,0.309724275092,0.580026271047,0.0412081338115,0.0391232806987
48,0.645449676634,0.130837597259,0.580026271047,0.0420338219287,0.0391232806987
49,0.730381999499,0.301476652144,0.552924826733,0.0422096348498,0.041647956268
50,0.77639991475,0.263905700535,0.552924826733,0.0433766395233,0.041647956268
51,0.711391888491,0.368832339182,0.57302535135,0.0383194696079,0.0397754618414
52,0.719001350691,0.112167293039,0.57302535135,0.0524834993351,0.0397754618414
53,0.720520165981,-0.162817808791,0.57302535135,0.0670490910882,0.0397754618414
54,0.775753713973,0.157326899001,0.593878891823,0.0415011560821,0.0378328190968
55,0.697437002761,-0.103731541545,0.593878891823,0.0646672510641,0.0378328190968
56,0.802483898194,0.303463527761,0.547941210847,0.0342665780845,0.0421122124578
57,0.728509328676,0.0635119960943,0.547941210847,0.0500771299125,0.0421122124578
58,0.799362611328,0.195669096384,0.577175622839,0.0507186444262,0.0393888370951
59,0.81338243019,-0.629226564847,0.577175622839,0.0714182916677,0.0393888370951
60,0.785623901005,0.0730345065673,0.460451757474,0.0528569891436,0.0502624233079
61,0.781621814032,0.22194037146,0.4769388627,0.0424046660655,0.0487265423678
62,0.771172282201,0.202152392472,0.4769388627,0.0445319243564,0.0487265423678
63,0.760739704533,-0.331192770198,0.4769388627,0.0605539193217,0.0487265423678
64,0.793609433124,-0.0308429966096,0.496812897225,0.048510860797,0.0468751469644
65,0.742395623114,-0.342005798883,0.496812897225,0.0696117771265,0.0468751469644
66,0.735543859393,-0.0415959399672,0.542107934651,0.057873943756,0.0426556200242
67,0.707789328257,-0.169989609052,0.542107934651,0.0674055016694,0.0426556200242
68,0.783697139212,-0.193606908787,0.542107934651,0.0590397945356,0.0426556200242
69,0.563843874417,0.285857296508,0.357011920236,0.0449287221991,0.0598985160173
70,0.602159858342,0.291297957704,0.369404675175,0.0507292166089,0.0587440504004
71,0.662870149869,0.119183635208,0.369404675175,0.0594686142065,0.0587440504004
72,0.568269345773,0.27272770607,0.386731741879,0.0480211204452,0.0571299215927
73,0.733434830188,0.0259578440902,0.386731741879,0.0491722266225,0.0571299215927
74,0.455333028131,-0.0245818525054,0.386731741879,0.0674675029237,0.0571299215927
75,0.518339831178,-0.0813227995934,0.386731741879,0.0616382220842,0.0571299215927
76,0.660149661506,0.256074361922,0.334666413343,0.0445585009955,0.0619801451247
77,0.714001049275,0.375457593369,0.421507149603,0.0354623065281,0.0538903664872
78,0.682310092576,0.369788476724,0.421507149603,0.0411976466037,0.0538903664872
79,0.686056674987,0.163474751082,0.421507149603,0.0464950038881,0.0538903664872
80,0.713356248453,0.267444353258,0.441807369568,0.0406235187482,0.0519992691419
81,0.665911464858,0.289842386808,0.460402308856,0.0395061219745,0.0502670297679
82,0.649973645692,0.0811424639046,0.460402308856,0.0466225806315,0.0502670297679
83,0.662326850167,0.242962948986,0.440344031183,0.0406435425343,0.0521355886173
84,0.602179336649,-1.83142333538,0.440344031183,0.114721639275,0.0521355886173
85,0.695196351797,0.137538590119,0.523023885033,0.0473862552959,0.0444334232024
86,0.690368551221,0.0554800345827,0.523023885033,0.0529405788021,0.0444334232024
87,0.717542066127,0.453133721847,0.540452062258,0.0309677363214,0.042809875293
88,0.683083744589,0.201396313599,0.540452062258,0.041993316453,0.042809875293
89,0.750937708619,-0.223748559525,0.540452062258,0.0660160550556,0.042809875293
90,0.699085065431,0.357643565526,0.405396339473,0.0332792001476,0.0553911930951
91,0.649861847004,-0.0248590284541,0.405396339473,0.0514785844418,0.0553911930951
92,0.684361099297,0.301793222572,0.352813004941,0.0352341393303,0.0602896722502
93,0.732412278282,0.15695157507,0.352813004941,0.0406137928441,0.0602896722502
94,0.746587578281,0.395538269938,0.141192824706,0.0307763667551,0.0800034665713
95,0.658906042317,0.366804124595,0.141192824706,0.0392869856844,0.0800034665713
96,0.735995345801,0.248582658832,0.141192824706,0.0410834203108,0.0800034665713
97,0.756288089784,0.459581148134,0.417487341706,0.0249077069654,0.0542648377026
98,0.750229327403,0.00210870711809,0.417487341706,0.0501581179397,0.0542648377026
99,0.737372562982,0.491178344964,0.502045588825,0.0264412338121,0.0463876877541
100,0.735164692615,0.358191795879,0.502045588825,0.0334594333132,0.0463876877541
101,0.700435745875,0.241023068031,0.502045588825,0.0381322234049,0.0463876877541
102,0.68342663739,0.176694389461,0.502045588825,0.0387837594542,0.0463876877541
103,0.737372562982,0.491178344964,0.502045588825,0.0264412338121,0.0463876877541
104,0.78962723292,0.188396756939,0.502045588825,0.035630730041,0.0463876877541
105,0.791874055233,0.553267532899,0.569708922785,0.0238138006563,0.0400844087034
106,0.685523287026,0.675130132346,0.259088191647,0.0209970242247,0.0690207473774
107,0.700122607339,0.637081843772,0.259088191647,0.0221926581076,0.0690207473774
108,0.607412177251,-0.308640005668,0.259088191647,0.0631141115418,0.0690207473774
109,0.631520219467,0.232565842177,0.353452451154,0.0452346713983,0.0602301036821
110,0.72946147184,-0.638484929994,0.353452451154,0.0715514754622,0.0602301036821
111,0.531287909753,-1.32168717268,0.353452451154,0.127964773038,0.0602301036821
112,0.708030174753,0.034595861659,0.346688581825,0.0504655824891,0.0608602020433
113,0.69915371906,-0.316095491427,0.346688581825,0.0615751263428,0.0608602020433
114,0.635681396394,-1.27959420931,0.346688581825,0.0992879715349,0.0608602020433
115,0.627445052024,-0.260439364129,0.242850173471,0.0671748878606,0.070533424241
116,0.58899746853,0.257972463493,0.379462061936,0.04893839881,0.057807139498
117,0.613054949568,-0.20235308521,0.379462061936,0.0682563306383,0.057807139498
118,0.6403905338,-0.459322607926,0.379462061936,0.0721884505827,0.057807139498
119,0.503023490422,-0.14819520606,0.148607523646,0.0640927720964,0.0793127392045
120,0.638746361021,0.122876352445,0.317593923915,0.0530227711372,0.0635705584055
121,0.639522304411,-0.31521315934,0.317593923915,0.087206479674,0.0635705584055
122,0.775382297775,0.358410253535,0.578290891412,0.0381790669394,0.0392849425835
123,0.731148705645,0.225867663572,0.578290891412,0.0466026880625,0.0392849425835
124,0.770117685184,0.373581616092,0.577371708628,0.0375770709455,0.0393705704302
125,0.708848652876,-0.187279374296,0.577371708628,0.0668797253056,0.0393705704302
126,0.771436294124,0.0754859939877,0.499050680167,0.0508827602703,0.0466666829483
127,0.768626390496,0.0701942758026,0.499050680167,0.0498321299569,0.0466666829483
128,0.685164965486,0.190774782193,0.328811360174,0.050174487583,0.0625255813576
129,0.645369832875,-0.280404513269,0.328811360174,0.0683380219959,0.0625255813576
130,0.707304306961,0.324119341935,0.404022319086,0.0402326024269,0.0555191920188
131,0.68488219046,0.357779327419,0.424025093661,0.0392137926985,0.0536558036435
132,0.631617522511,-0.197898354711,0.424025093661,0.064304594765,0.0536558036435
133,0.6866399111,0.243624037241,0.419435022712,0.0404312110472,0.0540833985662
134,0.736150057241,0.00711261001558,0.419435022712,0.0604641271169,0.0540833985662
135,0.673217906877,0.0843285968248,0.501171816527,0.05148379704,0.046469085319
136,0.646503041407,0.202767938492,0.434884278864,0.0377702924901,0.0526442000084
137,0.742527989026,0.28498916733,0.395125664774,0.0367794775996,0.0563479731542
138,0.729594026809,-0.562502176902,0.395125664774,0.0657840790215,0.0563479731542
139,0.75426936571,0.376821357388,0.309734044502,0.0340139526087,0.064302757225
140,0.788207710529,0.367211364789,0.309734044502,0.0336264180385,0.064302757225
141,0.731043377377,0.33987358263,0.309734044502,0.0347987367545,0.064302757225
142,0.680323643637,0.209735947394,0.309734044502,0.0430673980509,0.064302757225
143,0.735020750997,0.504311396563,0.179156031103,0.0315832023376,0.0764669473138
144,0.68131938505,-0.830354730994,0.179156031103,0.0791849348541,0.0764669473138
145,0.691764112677,0.303543453133,0.0687318503542,0.0402735110713,0.0867536769865
146,0.702360338875,0.302044508443,0.0687318503542,0.039834410435,0.0867536769865
147,0.707509712836,-0.287644074387,0.0687318503542,0.0613874139386,0.0867536769865
148,0.642044369835,-1.56486507075,0.0687318503542,0.114341305083,0.0867536769865
149,0.634105004609,-0.262667623672,0.154646007418,0.073662921668,0.0787502152195
150,0.472604889126,-0.302158840283,0.154646007418,0.0771520154106,0.0787502152195
151,0.680577950632,-0.292734491142,0.11574277932,0.0663323642799,0.0823743036042
152,0.641801291935,-1.43555289357,0.11574277932,0.113773645215,0.0823743036042
153,0.664128907235,-0.533205721754,0.420308328834,0.0762698547705,0.0540020444286
154,0.658392364927,-0.58452346247,0.420308328834,0.0763266138107,0.0540020444286
155,0.613019261279,-0.985697455683,0.420308328834,0.0936189257834,0.0540020444286
156,0.680616102095,-0.575565226031,0.436373565403,0.068345913467,0.052505463294
157,0.685545295632,-0.0762886689482,0.414191742769,0.0521550174448,0.0545718441494
158,0.681675324842,-0.131436004393,0.414191742769,0.0552074229086,0.0545718441494
159,0.614776962705,-0.515259306638,0.414191742769,0.0764750479702,0.0545718441494
160,0.628402876286,-0.146605406771,0.35073034314,0.0549820790895,0.0604836857244
161,0.606017021302,-0.305650821695,0.35073034314,0.0575124478922,0.0604836857244
162,0.641310268255,0.274927018384,0.0139243457193,0.0383991833131,0.0918593520333
163,0.650926158958,-0.121037681185,0.0139243457193,0.0544889025385,0.0918593520333
164,0.63274565266,0.220381863434,0.101487548259,0.037474017331,0.0837022709692
165,0.599218164097,-0.667992077182,0.101487548259,0.0880254577507,0.0837022709692
166,0.640096749899,-0.182681760037,0.304537301038,0.057467662881,0.0647868676329
167,0.650985535371,-0.426451989963,0.304537301038,0.0593849027358,0.0647868676329
168,0.630947081373,-0.204409829705,0.391780053854,0.0555640034146,0.0566596385421
169,0.673001640854,-0.127995983532,0.356592524127,0.0560100402633,0.059937585489
170,0.753653061886,0.379264696666,0.524439839415,0.0385368126161,0.0443015178547
