name,cluster
国有城镇单位就业人员工资总额指数(上年=100),1
乡镇数(个),1
村民委员会数(个),1
林业总产值指数(上年=100)(%),1
机动脱粒机数量(台),1
国有建筑业房屋施工面积(万平方米),1
新注册民用中型载客汽车拥有量(万辆),1
普通小学学校数(所),1
特殊教育招生数(万人),1
特殊教育在校学生数(万人),1
特殊教育毕业生数(万人),1
自动气象站站点个数(个),1
乡村医生和卫生员数(万人),1
其他办的村卫生室个数(个),1
农村集中供养五保人数(万人),1
自治组织单位数(个),1
村民委员会单位数(个),1
村民委员会职工人数(人),1
艺术表演团体机构数(个),1
艺术表演团体演出场次(万场次),1
艺术表演团体国内演出场次(千场次),1
