generation,train,validation,test,valid_mse,test_mse
0,0.114775349252,-0.201981558316,0.112881240019,0.0702202191155,0.0826408745766
1,0.27583578641,0.0492681522239,0.246417298628,0.0570770559145,0.0702011233631
2,0.394288306827,0.223225565017,0.337389815545,0.0495676542019,0.0617264425203
3,0.44306466564,0.317846684401,0.370514550903,0.0455097379873,0.0586406582673
4,0.420154500638,0.369986383432,0.382063408221,0.0458472027336,0.0575648071951
5,0.547437309421,0.359289171666,0.498981984852,0.0364287767045,0.046673082363
6,0.461018161079,0.491995407163,0.496135189397,0.0464981027714,0.0469382798505
7,0.465425928868,0.355542855817,0.414398914987,0.04573191165,0.0545525447117
8,0.472382956766,0.358375216068,0.401876632562,0.0430283362578,0.0557190766553
9,0.458310351228,0.4010717119,0.417055839557,0.0466704053193,0.0543050349305
10,0.499187404671,0.339829017517,0.415008868034,0.0394708541222,0.0544957236236
11,0.527254384803,0.445174822942,0.370048141373,0.037542456162,0.0586841073445
12,0.513404770897,0.473557933986,0.381600550692,0.0388108571246,0.0576079253804
13,0.522240596061,0.454717328596,0.370946584551,0.0376969909212,0.0586004115268
14,0.451834466136,0.473073033978,0.370061869449,0.0422721217926,0.058682828485
15,0.509832725963,0.410798353384,0.319167603023,0.0391730722733,0.0634239599752
16,0.463274722533,0.442209094914,0.320779652557,0.0415881094096,0.0632737870903
17,0.518084540997,0.414998211304,0.329301740456,0.0382074094447,0.0624798992492
18,0.527237849807,0.45738655051,0.334089994602,0.0374586481533,0.0620338422744
19,0.52054069933,0.466820013523,0.337508696991,0.0396197742725,0.0617153679415
20,0.549364981647,0.432500716451,0.353787112373,0.0355925943284,0.0601989278158
21,0.548114672849,0.495978949829,0.340849131645,0.0354461251659,0.0614041847564
22,0.55486528163,0.497441674112,0.355770113437,0.0343637593989,0.0600141983865
23,0.597084635933,0.510956943247,0.372338130018,0.0328013297195,0.0584707800281
24,0.607429408596,0.536387993379,0.376725749124,0.0325999340216,0.0580620448096
25,0.607089826495,0.538169466378,0.381303636565,0.0353384535382,0.0576355848598
26,0.642703316386,0.506644052933,0.393571496971,0.0310607668514,0.0564927539798
27,0.57148754904,0.55293700473,0.372982000416,0.0343740287467,0.0584107993184
28,0.601049773502,0.51553798422,0.390880476778,0.0328896397355,0.0567434399897
29,0.553433391734,0.526426688286,0.395155032274,0.0358860690108,0.0563452373808
