generation,train,validation,test,valid_mse,test_mse
0,0.199967976602,-0.112081821717,0.289303852282,0.0668933643549,0.0662059623301
1,0.401498848536,0.0907969117881,0.334633924376,0.0492614773317,0.061983171683
2,0.41152579397,0.323071333111,0.345673785788,0.045328701581,0.0609547368855
3,0.133875802783,0.369865723759,0.354763545436,0.0662072280419,0.0601079667338
4,0.435558622735,0.0682158101401,0.355825544878,0.0452611316689,0.0600090345877
5,0.44689838625,0.355912135954,0.373172808063,0.0455773175461,0.0583930243468
6,0.458620421972,0.354640596097,0.353849627718,0.043630372036,0.0601931041053
7,0.508870846037,0.379805146756,0.375400226607,0.0385958572082,0.0581855258417
8,0.4091369967,0.459522617316,0.368385649932,0.0461617716034,0.0588389792206
9,0.566309013574,0.347603288721,0.41915600073,0.0325434571435,0.0541093912762
10,0.597302510465,0.550606915408,0.440275683954,0.0311862123455,0.0521419556055
11,0.603656545887,0.569483029617,0.435335311711,0.0317091732504,0.0526021833691
12,0.610948724356,0.563143478252,0.446670727135,0.0286671427224,0.0515462157956
13,0.537513783251,0.601202689789,0.442777417372,0.0397937926609,0.0519089028882
14,0.606466462048,0.442153882327,0.448621071333,0.0295527239641,0.0513645285656
15,0.627091994054,0.585434525534,0.460546062143,0.0281187363148,0.0502536382155
16,0.59502104382,0.603051207916,0.46075571007,0.0322136486182,0.0502341081493
17,0.614452353843,0.532601801842,0.42786216658,0.0289488417311,0.0532983553782
18,0.624850984361,0.587508483703,0.435311582564,0.02818480474,0.0526043938933
19,0.482451658568,0.597938396608,0.457079282735,0.0449832498747,0.0505765912351
20,0.41850829074,0.358623039501,0.44200050174,0.0522217705647,0.0519812776256
21,0.628558380494,0.273192838946,0.444965809439,0.0283339099041,0.0517050399529
22,0.593139948122,0.602794834179,0.43988234539,0.033451723509,0.0521785976476
23,0.41914686997,0.537383166005,0.4301114097,0.0460067592504,0.0530888237721
24,0.679719678793,0.352552046219,0.539498440683,0.0255797537384,0.0428987113367
25,0.700815457769,0.632362173897,0.545329436124,0.0244596846179,0.0423555162375
26,0.664480768889,0.648214206857,0.554453877011,0.0253053602288,0.0415055153031
27,0.539430747874,0.636340441868,0.539397102458,0.0429380361066,0.0429081516506
28,0.670744639504,0.378900141123,0.585594833417,0.0262987753628,0.0386045329446
29,0.643333672923,0.62300701292,0.582446637175,0.0267862319291,0.0388978078729
