generation,train,validation,test,validmse,testAvrMse
0,0.742448467177,0.538938016466,0.240917402981,0.0324313598482,0.070713474366
1,0.792113438028,0.61966990252,0.165860717779,0.0261797867928,0.0777054921067
2,0.763408190294,0.539319584966,0.109492084392,0.0314894206182,0.0829565964367
3,0.779805183994,0.558467763557,0.117843757555,0.0299148134759,0.0821785838352
4,0.757612322959,0.534900912838,0.142868407969,0.0318030726388,0.0798473751069
5,0.756686957085,0.536922188766,0.172779902429,0.0316971030356,0.0770609251145
6,0.756599920243,0.527474708196,0.171657351159,0.0323340839725,0.0771654980566
7,0.756686957085,0.536922188766,0.172779902429,0.0316971030356,0.0770609251145
8,0.797420898965,0.578062650763,0.127635630354,0.0282414906015,0.0812664072829
9,0.798024089975,0.577971226334,0.104162277084,0.0282054426098,0.0834531026061
10,0.798024089975,0.577971226334,0.104162277084,0.0282054426098,0.0834531026061
11,0.799529976117,0.583077218897,0.0807584257739,0.0279959613949,0.0856333233701
12,0.801358037124,0.586253359962,0.0509164332744,0.0279284977749,0.0884132988035
13,0.805841525274,0.591344731025,0.0476260869687,0.027547666575,0.0887198159336
14,0.803989009578,0.598405604245,0.00732789645182,0.0273798005552,0.0924738541283
15,0.802363028108,0.605740245796,-0.0127870752893,0.0270168621878,0.0943476943983
16,0.801846123145,0.611105708421,-0.0220383983786,0.0266807327188,0.095209515234
17,0.797622492205,0.602436507145,-0.0190859793409,0.027228887042,0.0949344782239
18,0.799003213247,0.59968175451,0.00381172439291,0.0273075110591,0.0928014083941
19,0.800383934289,0.596927001874,0.0267094281268,0.0273861350762,0.0906683385643
20,0.797643240809,0.591994276265,0.0726442631375,0.027495938385,0.0863892103235
21,0.799023961851,0.589239523629,0.0955419668713,0.0275745624021,0.0842561404937
22,0.798737137376,0.587037549251,0.101988114233,0.027743417588,0.0836556399974
23,0.799023961851,0.589239523629,0.0955419668713,0.0275745624021,0.0842561404937
24,0.801001318318,0.595432226093,0.0894543915718,0.0272432845032,0.0848232376733
25,0.799023961851,0.589239523629,0.0955419668713,0.0275745624021,0.0842561404937
26,0.799023961851,0.589239523629,0.0955419668713,0.0275745624021,0.0842561404937
27,0.799023961851,0.589239523629,0.0955419668713,0.0275745624021,0.0842561404937
28,0.799023961851,0.589239523629,0.0955419668713,0.0275745624021,0.0842561404937
29,0.797664293797,0.585236727727,0.121895689599,0.0277846445807,0.0818011200468
30,0.797664293797,0.585236727727,0.121895689599,0.0277846445807,0.0818011200468
31,0.798861494603,0.584273538138,0.100254087809,0.0279820673328,0.0838171758218
32,0.798699027356,0.579307552646,0.104966208747,0.0283895722635,0.0833782111499
33,0.798054059146,0.580237004116,0.0988297191755,0.0283739406348,0.0839498650117
34,0.797891591898,0.575271018624,0.103541840113,0.0287814455655,0.0835109003398
35,0.801583189775,0.592459035566,0.134278654919,0.0277239705273,0.0806475663964
36,0.80608222311,0.61368358653,0.166439838358,0.0262746221871,0.0776515432632
37,0.802065690738,0.586563598605,0.145127265428,0.0281471070868,0.0796369478627
38,0.805919755862,0.608717601038,0.171151959296,0.0266821271179,0.0772125785913
39,0.805919755862,0.608717601038,0.171151959296,0.0266821271179,0.0772125785913
40,0.809773820987,0.630871603472,0.197176653164,0.0252171471489,0.0747882093198
41,0.810717462126,0.628554578149,0.197872637325,0.0253669856855,0.0747233738746
42,0.819369233515,0.670545557694,0.250618009222,0.0225868642842,0.0698097998865
43,0.819369233515,0.670545557694,0.250618009222,0.0225868642842,0.0698097998865
44,0.811985185478,0.652566894744,0.212501216429,0.0237856265578,0.0733606267144
45,0.811985185478,0.652566894744,0.212501216429,0.0237856265578,0.0733606267144
46,0.819369233515,0.670545557694,0.250618009222,0.0225868642842,0.0698097998865
47,0.819369233515,0.670545557694,0.250618009222,0.0225868642842,0.0698097998865
48,0.820312874655,0.668228532371,0.251313993383,0.0227367028207,0.0697449644412
