generation,train,validation,test,validmse,testAvrMse
0,0.723209638108,0.467462006334,0.325692841405,0.0374042943827,0.0628160916366
1,0.716354969409,0.475389026728,0.196183067711,0.0367875492978,0.0748807682584
2,0.724094455193,0.487628370572,0.282872019475,0.036037094982,0.0668051293326
3,0.719311060628,0.476023630592,0.316341171312,0.0363301757551,0.0636872604475
4,0.716019463706,0.471826413705,0.250455926182,0.0368048938466,0.0698248989744
5,0.712727866783,0.467629196817,0.184570681053,0.0372796119381,0.0759625375013
6,0.712727866783,0.467629196817,0.184570681053,0.0372796119381,0.0759625375013
7,0.714031479463,0.470960527489,0.120330329154,0.0373053732354,0.0819469435397
8,0.703093206761,0.457104016778,0.192286051678,0.0382346731741,0.075243800614
9,0.712283625964,0.472161111897,0.195575838139,0.0373367595859,0.0749373356371
10,0.707688416362,0.464632564338,0.193930944909,0.03778571638,0.0750905681256
11,0.699579489429,0.455172757431,0.131903385092,0.0387379650895,0.0808688382088
12,0.708891733138,0.468017740011,0.112894509114,0.0374642940999,0.0826396384742
13,0.728279359421,0.493346683251,0.325133536316,0.0354608359908,0.0628681945385
14,0.740983495957,0.510335037718,0.388805989363,0.0340596304872,0.0569366919668
15,0.748603258885,0.527721377111,0.392103510213,0.0328545292768,0.0566295064813
16,0.751627812212,0.537579168944,0.393756137832,0.0320983848605,0.0564755534843
17,0.757676918866,0.557294752611,0.397061393071,0.030586096028,0.0561676474902
18,0.757676918866,0.557294752611,0.397061393071,0.030586096028,0.0561676474902
19,0.760701472193,0.567152544445,0.398714020691,0.0298299516117,0.0560136944932
20,0.760701472193,0.567152544445,0.398714020691,0.0298299516117,0.0560136944932
21,0.760701472193,0.567152544445,0.398714020691,0.0298299516117,0.0560136944932
22,0.760701472193,0.567152544445,0.398714020691,0.0298299516117,0.0560136944932
23,0.760701472193,0.567152544445,0.398714020691,0.0298299516117,0.0560136944932
24,0.760701472193,0.567152544445,0.398714020691,0.0298299516117,0.0560136944932
25,0.760701472193,0.567152544445,0.398714020691,0.0298299516117,0.0560136944932
26,0.7604250909,0.56605225507,0.399325705727,0.0298219216094,0.0559567120589
27,0.760148709606,0.564951965696,0.399937390764,0.0298138916071,0.0558997296247
28,0.764561287136,0.571599359795,0.392670886566,0.0294917050868,0.0565766516888
29,0.759872328313,0.563851676322,0.4005490758,0.0298058616048,0.0558427471905
30,0.759872328313,0.563851676322,0.4005490758,0.0298058616048,0.0558427471905
31,0.760148709606,0.564951965696,0.399937390764,0.0298138916071,0.0558997296247
32,0.760148709606,0.564951965696,0.399937390764,0.0298138916071,0.0558997296247
33,0.765113794674,0.567017679975,0.402154780639,0.0294298463803,0.0556931653553
34,0.765048177387,0.574856137119,0.398744345016,0.0290411312252,0.0560108695853
35,0.75959594702,0.562751386947,0.401160760837,0.0297978316025,0.0557857647563
36,0.75959594702,0.562751386947,0.401160760837,0.0297978316025,0.0557857647563
37,0.752773496519,0.548012887909,0.391279535522,0.0308546554201,0.0567062650757
38,0.75959594702,0.562751386947,0.401160760837,0.0297978316025,0.0557857647563
39,0.75959594702,0.562751386947,0.401160760837,0.0297978316025,0.0557857647563
40,0.755125473632,0.559686096608,0.402886930934,0.030011138595,0.0556249607997
41,0.759319565727,0.561651097573,0.401772445873,0.0297898016002,0.0557287823221
42,0.762815507868,0.575013069859,0.405029064248,0.0290028435937,0.0554254071678
43,0.762815507868,0.575013069859,0.405029064248,0.0290028435937,0.0554254071678
44,0.762815507868,0.575013069859,0.405029064248,0.0290028435937,0.0554254071678
45,0.759319565727,0.561651097573,0.401772445873,0.0297898016002,0.0557287823221
46,0.759319565727,0.561651097573,0.401772445873,0.0297898016002,0.0557287823221
47,0.759319565727,0.561651097573,0.401772445873,0.0297898016002,0.0557287823221
48,0.759319565727,0.561651097573,0.401772445873,0.0297898016002,0.0557287823221
49,0.756270063961,0.556138559348,0.394955789071,0.0302629160619,0.0563637981793
50,0.753220562195,0.550626021123,0.388139132268,0.0307360305235,0.0569988140366
51,0.753220562195,0.550626021123,0.388139132268,0.0307360305235,0.0569988140366
52,0.747121558662,0.539600944672,0.374505818663,0.0316822594468,0.0582688457511
53,0.747121558662,0.539600944672,0.374505818663,0.0316822594468,0.0582688457511
54,0.744072056896,0.534088406447,0.36768916186,0.0321553739084,0.0589038616084
55,0.744072056896,0.534088406447,0.36768916186,0.0321553739084,0.0589038616084
56,0.744072056896,0.534088406447,0.36768916186,0.0321553739084,0.0589038616084
57,0.744072056896,0.534088406447,0.36768916186,0.0321553739084,0.0589038616084
58,0.744072056896,0.534088406447,0.36768916186,0.0321553739084,0.0589038616084
59,0.744072056896,0.534088406447,0.36768916186,0.0321553739084,0.0589038616084
60,0.744072056896,0.534088406447,0.36768916186,0.0321553739084,0.0589038616084
61,0.740833452425,0.53577902683,0.376352363152,0.0320614353749,0.0580968281381
62,0.737594847954,0.537469647212,0.385015564444,0.0319674968414,0.0572897946679
63,0.734709802834,0.524611585433,0.389065129225,0.032890028072,0.0569125514055
64,0.734709802834,0.524611585433,0.389065129225,0.032890028072,0.0569125514055
65,0.734709802834,0.524611585433,0.389065129225,0.032890028072,0.0569125514055
66,0.734709802834,0.524611585433,0.389065129225,0.032890028072,0.0569125514055
67,0.750424316532,0.549838489848,0.379723327798,0.0310394477857,0.057782800886
68,0.76902387535,0.587923456042,0.36633196159,0.028266336269,0.0590302936289
69,0.793975693804,0.641758505636,0.364974761321,0.0243772986295,0.0591567256494
70,0.806451603031,0.668676030434,0.364296161186,0.0224327798098,0.0592199416596
71,0.806451603031,0.668676030434,0.364296161186,0.0224327798098,0.0592199416596
72,0.806451603031,0.668676030434,0.364296161186,0.0224327798098,0.0592199416596
73,0.806451603031,0.668676030434,0.364296161186,0.0224327798098,0.0592199416596
74,0.806451603031,0.668676030434,0.364296161186,0.0224327798098,0.0592199416596
75,0.812114583642,0.664708716148,0.335910874884,0.0226733813027,0.0618642154491
76,0.817777564253,0.660741401863,0.307525588581,0.0229139827955,0.0645084892385
77,0.817777564253,0.660741401863,0.307525588581,0.0229139827955,0.0645084892385
78,0.812114583642,0.664708716148,0.335910874884,0.0226733813027,0.0618642154491
79,0.806451603031,0.668676030434,0.364296161186,0.0224327798098,0.0592199416596
80,0.806451603031,0.668676030434,0.364296161186,0.0224327798098,0.0592199416596
81,0.806574205042,0.674556800791,0.362496142387,0.0220674966366,0.0593876251024
82,0.806696807053,0.680437571149,0.360696123588,0.0217022134634,0.0595553085451
83,0.806103132711,0.672381611702,0.36379090287,0.0222250845607,0.0592670097536
84,0.806574205042,0.674556800791,0.362496142387,0.0220674966366,0.0593876251024
85,0.791326198531,0.639550535176,0.377191641302,0.0245532748132,0.0580186439271
86,0.806451603031,0.668676030434,0.364296161186,0.0224327798098,0.0592199416596
87,0.806451603031,0.668676030434,0.364296161186,0.0224327798098,0.0592199416596
88,0.806451603031,0.668676030434,0.364296161186,0.0224327798098,0.0592199416596
89,0.813005657384,0.673084817918,0.375768329473,0.0224158414844,0.0581512346688
90,0.806451603031,0.668676030434,0.364296161186,0.0224327798098,0.0592199416596
91,0.806451603031,0.668676030434,0.364296161186,0.0224327798098,0.0592199416596
92,0.78915108332,0.641030700343,0.373085890455,0.0245321315533,0.0584011212865
93,0.806451603031,0.668676030434,0.364296161186,0.0224327798098,0.0592199416596
94,0.806451603031,0.668676030434,0.364296161186,0.0224327798098,0.0592199416596
95,0.806451603031,0.668676030434,0.364296161186,0.0224327798098,0.0592199416596
96,0.806451603031,0.668676030434,0.364296161186,0.0224327798098,0.0592199416596
97,0.806451603031,0.668676030434,0.364296161186,0.0224327798098,0.0592199416596
98,0.806451603031,0.668676030434,0.364296161186,0.0224327798098,0.0592199416596
99,0.806451603031,0.668676030434,0.364296161186,0.0224327798098,0.0592199416596
100,0.806451603031,0.668676030434,0.364296161186,0.0224327798098,0.0592199416596
101,0.806451603031,0.668676030434,0.364296161186,0.0224327798098,0.0592199416596
102,0.80438506031,0.656369782953,0.328806316325,0.0232531859859,0.0625260512249
103,0.806451603031,0.668676030434,0.364296161186,0.0224327798098,0.0592199416596
104,0.806451603031,0.668676030434,0.364296161186,0.0224327798098,0.0592199416596
105,0.792734548524,0.630391100757,0.376733424406,0.0251389023758,0.0580613298073
106,0.806451603031,0.668676030434,0.364296161186,0.0224327798098,0.0592199416596
107,0.806451603031,0.668676030434,0.364296161186,0.0224327798098,0.0592199416596
108,0.806451603031,0.668676030434,0.364296161186,0.0224327798098,0.0592199416596
109,0.810008262529,0.669243233981,0.374929123564,0.0224620422738,0.0582294121501
110,0.813564922027,0.669810437528,0.385562085941,0.0224913047378,0.0572388826406
111,0.813564922027,0.669810437528,0.385562085941,0.0224913047378,0.0572388826406
112,0.813564922027,0.669810437528,0.385562085941,0.0224913047378,0.0572388826406
113,0.813564922027,0.669810437528,0.385562085941,0.0224913047378,0.0572388826406
114,0.810008262529,0.669243233981,0.374929123564,0.0224620422738,0.0582294121501
115,0.810008262529,0.669243233981,0.374929123564,0.0224620422738,0.0582294121501
116,0.806451603031,0.668676030434,0.364296161186,0.0224327798098,0.0592199416596
117,0.806451603031,0.668676030434,0.364296161186,0.0224327798098,0.0592199416596
118,0.809548398246,0.670378176438,0.367609692636,0.0223343938219,0.0589112646827
119,0.809613604285,0.671635152964,0.366108880869,0.0223105359883,0.0590510750471
120,0.809653047366,0.667247299078,0.377355272559,0.022748302846,0.0580034006127
121,0.809627284408,0.661602468664,0.390102476017,0.0232099275374,0.0568159158139
122,0.809627284408,0.661602468664,0.390102476017,0.0232099275374,0.0568159158139
123,0.809627284408,0.661602468664,0.390102476017,0.0232099275374,0.0568159158139
124,0.809809222404,0.675406082545,0.361606445565,0.0222389624873,0.0594705061402
125,0.809809222404,0.675406082545,0.361606445565,0.0222389624873,0.0594705061402
126,0.811369433159,0.67659792797,0.372121158435,0.0220976374945,0.0584909923404
127,0.809631535484,0.676103498438,0.369790893054,0.0222042333141,0.0587080716963
128,0.808994382787,0.668689858689,0.365518989759,0.022804707798,0.0591060272355
129,0.808994382787,0.668689858689,0.365518989759,0.022804707798,0.0591060272355
130,0.809230635127,0.673894915666,0.358581687895,0.0223822549913,0.0597522819638
131,0.809230635127,0.673894915666,0.358581687895,0.0223822549913,0.0597522819638
132,0.809230635127,0.673894915666,0.358581687895,0.0223822549913,0.0597522819638
133,0.809230635127,0.673894915666,0.358581687895,0.0223822549913,0.0597522819638
134,0.806777633229,0.674960913067,0.356792102347,0.0223134906415,0.0599189934814
135,0.799350202842,0.652219777724,0.366794541109,0.0240158486527,0.0589872013421
136,0.806777633229,0.674960913067,0.356792102347,0.0223134906415,0.0599189934814
137,0.806777633229,0.674960913067,0.356792102347,0.0223134906415,0.0599189934814
138,0.808871607598,0.66905510749,0.334718927867,0.022571412315,0.0619752530557
139,0.806777633229,0.674960913067,0.356792102347,0.0223134906415,0.0599189934814
140,0.805515024605,0.674152014573,0.370447357217,0.0224271701798,0.0586469177956
141,0.805515024605,0.674152014573,0.370447357217,0.0224271701798,0.0586469177956
142,0.806367089846,0.675772348541,0.355569630638,0.0222046068647,0.0600328746614
143,0.806777633229,0.674960913067,0.356792102347,0.0223134906415,0.0599189934814
144,0.791599614134,0.652796917179,0.363863397036,0.0239337068512,0.0592602564511
145,0.776421595038,0.630632921291,0.370934691725,0.0255539230609,0.0586015194208
146,0.761243575942,0.608468925404,0.378005986414,0.0271741392705,0.0579427823905
147,0.759833732241,0.612420001219,0.377500548223,0.0269628795824,0.057989867241
148,0.773601907636,0.638535072923,0.369923815343,0.0251314036847,0.0586956891218
149,0.773601907636,0.638535072923,0.369923815343,0.0251314036847,0.0586956891218
150,0.773601907636,0.638535072923,0.369923815343,0.0251314036847,0.0586956891218
151,0.773601907636,0.638535072923,0.369923815343,0.0251314036847,0.0586956891218
152,0.773601907636,0.638535072923,0.369923815343,0.0251314036847,0.0586956891218
153,0.773601907636,0.638535072923,0.369923815343,0.0251314036847,0.0586956891218
154,0.773601907636,0.638535072923,0.369923815343,0.0251314036847,0.0586956891218
155,0.757014044839,0.620322152851,0.37648967184,0.0265403602063,0.0580840369419
156,0.792557557394,0.64903729975,0.337173001744,0.0241559193215,0.0617466401341
157,0.806777633229,0.674960913067,0.356792102347,0.0223134906415,0.0599189934814
158,0.806265633467,0.674064398657,0.35123389948,0.0223089241307,0.0604367761806
