generation,train,validation,test,valid_mse,test_mse
0,0.477181176411,0.357980149963,0.297417529368,0.0385767951373,0.0654501206089
1,0.53569885353,0.456387616374,0.246607732806,0.04282431367,0.0701833831825
2,0.566937764929,0.50607628337,0.363234097609,0.036505407958,0.0593188797802
3,0.549168491575,0.489472789624,0.336194165471,0.0331305568035,0.0618378250909
4,0.549004257589,0.483018516972,0.400174092898,0.0359853616395,0.0558776792835
5,0.577731887063,0.525041795901,0.349905688637,0.036027027133,0.0605605076477
6,0.620483217712,0.565602398346,0.474532789517,0.0310596021626,0.0489506837129
7,0.666016949222,0.602767399556,0.533259942524,0.0244482757769,0.043479867961
8,0.654696712354,0.575218622173,0.551729523968,0.0419991213736,0.0417593064844
9,0.692711627894,0.617467569117,0.543490326877,0.0254636828059,0.0425268412093
10,0.699523640982,0.624762171583,0.588842422158,0.0246540243062,0.0383019989594
11,0.694427358122,0.60201997495,0.598413750568,0.0250190652275,0.0374103675496
12,0.64448720554,0.526469518398,0.59158527098,0.0321065484048,0.0380464847761
13,0.644949393895,0.532291694208,0.570058676632,0.0390475466016,0.0400518268608
14,0.637100390319,0.528523341203,0.557795798234,0.0366578932246,0.0411941936344
15,0.64569136398,0.541021700289,0.559206509219,0.034990698993,0.0410627767432
16,0.645750026127,0.537530885128,0.548541612462,0.0346132162584,0.0420562811476
17,0.66255670745,0.566868983494,0.556769292184,0.0299005579942,0.0412898193404
18,0.656418279245,0.553516918657,0.536626038149,0.033499225216,0.0431662942898
19,0.677569369567,0.587120477322,0.527207898081,0.0292150979626,0.0440436552106
20,0.683687476623,0.590178326266,0.513431625751,0.0288450763638,0.0453270044589
21,0.688236573562,0.598412612535,0.493727652852,0.0281386546837,0.0471625575173
22,0.695441179284,0.613264968722,0.468719914081,0.0246376102468,0.049492190816
23,0.702797743532,0.623229796139,0.464362575141,0.0246436003219,0.0498981052404
24,0.695757496944,0.611556475416,0.454903766879,0.0265083102104,0.0507792546676
25,0.70033144886,0.619463702926,0.442318779297,0.0269190016406,0.0519516280039
26,0.689552093974,0.608214944698,0.422831564136,0.0277816757935,0.0537669886711
27,0.701779634475,0.631479505421,0.40070592774,0.0273568165763,0.0558281354135
28,0.706090656375,0.634124118745,0.362722724124,0.0269683211215,0.0593665175418
29,0.713327224849,0.636577113787,0.31829972181,0.0260979904832,0.0635048087473
