generation,train,validation,test,valid_mse,test_mse
0,0.544917598649,0.44490681843,0.349987747642,0.0362791768945,0.0605528633184
1,0.574134159494,0.482436054226,0.0708636115496,0.0439776252603,0.0865550895847
2,0.619326787258,0.565721817767,0.246916755009,0.0287888198801,0.0701545957571
3,0.644638504169,0.588185282588,0.189993590446,0.0372144539227,0.075457358268
4,0.663636160234,0.620512222225,0.117979498235,0.0338444144525,0.0821659387091
5,0.707559293982,0.675838728888,0.10013451549,0.0211842437574,0.0838283147599
6,0.765714772938,0.74062937079,0.10486934457,0.0189159851445,0.0833872346771
7,0.771636397524,0.736085935928,0.0647985015986,0.030068766831,0.0871200939712
8,0.812449663774,0.788699615547,0.0751806708094,0.0151390211487,0.0861529274742
9,0.825169214548,0.799841473012,0.0760505020445,0.0154041186503,0.0860718970448
10,0.823407994307,0.798773557519,0.142875832881,0.0174124797551,0.0798466834282
11,0.813188484746,0.77461996102,0.174232502246,0.0251444314358,0.0769256060065
12,0.829403144877,0.789240005741,0.166830319081,0.0141921463049,0.0776151674476
13,0.833879957229,0.812824120874,0.149785786754,0.0129590526241,0.0792029763429
14,0.849565323536,0.825545942419,0.165959829492,0.0125979860083,0.0776962592068
15,0.849954472103,0.823734607348,0.158296740546,0.0125083238352,0.0784101257161
16,0.8488630431,0.81622854742,0.160187701002,0.0137730001881,0.0782339704673
17,0.851847902721,0.821381473076,0.176303337107,0.0122949686764,0.0767326942885
18,0.833234663407,0.805921488519,0.256415289509,0.0139418254259,0.0692697455727
19,0.792357283968,0.735706737861,0.266732662638,0.0138647810812,0.0683086152516
20,0.771083540757,0.712491570019,0.334343231304,0.025797644548,0.0620102516308
21,0.784597142116,0.750690853401,0.358492797411,0.0233151700252,0.0597605626897
22,0.7987362326,0.781053840124,0.303985875579,0.0145985196397,0.0648382364961
23,0.793849395314,0.770693230104,0.294962250336,0.0140666748207,0.0656788457984
24,0.792528501548,0.771498789575,0.299081740797,0.013921334285,0.0652950885047
25,0.797843619687,0.775148822867,0.282213310207,0.018339290197,0.0668664923794
26,0.81278169798,0.781406819558,0.298579798602,0.0132060368047,0.0653418476805
27,0.82091491985,0.797289280102,0.284715333023,0.0132361369966,0.0666334127027
28,0.826496170221,0.803878171518,0.26155027523,0.0165568198054,0.0687913882997
29,0.836706731733,0.825813786338,0.250472427095,0.0122210885705,0.0698233618072
