generation,train,validation,test,valid_mse,test_mse
0,0.526706462554,0.43550746039,0.435379611062,0.0447678807529,0.0525980565968
1,0.554406606162,0.486012595725,0.440436012242,0.0334433405167,0.0521270199842
2,0.613852083961,0.535859872716,0.41653796859,0.0324668404278,0.0543532779748
3,0.650705238402,0.550796803866,0.399774901926,0.02959186447,0.0559148665154
4,0.657377547727,0.542084122386,0.362303463744,0.0341320281342,0.0594055743695
5,0.67879394515,0.557607941004,0.384033048435,0.0338834163505,0.0573813224158
6,0.690491730364,0.580248615615,0.409542687237,0.0263491532134,0.0550049338692
7,0.711172908892,0.609238449934,0.351470053766,0.0325259395967,0.060414776875
8,0.754084654198,0.665629066227,0.385062789163,0.0238910225821,0.0572853953785
9,0.76936244023,0.675097182745,0.410079431424,0.0230140992665,0.0549549326619
10,0.779298652907,0.684570706544,0.408374039557,0.0223026914579,0.0551138009912
11,0.786601447813,0.69135263116,0.402909623195,0.0218623505235,0.0556228468683
12,0.763841344778,0.686361132356,0.415130813146,0.0214375313523,0.0544843636443
13,0.738867680756,0.668448173805,0.417366556178,0.0257381707351,0.0542760896591
14,0.791535772807,0.684307847458,0.381970745128,0.0215570898059,0.0575734393641
15,0.78482058305,0.683381645561,0.358095871105,0.021690703615,0.0597975389533
16,0.777945448752,0.687761166918,0.34504937481,0.023995914652,0.0610129048238
17,0.794844497754,0.689772754906,0.358742606954,0.0216962872292,0.0597372913082
18,0.745030232005,0.624589040974,0.394175881295,0.0206631364045,0.0564364516544
19,0.788702721611,0.701894127003,0.377836389669,0.0222196975492,0.0579585814289
20,0.791581922198,0.69841349943,0.366526002336,0.0222677372792,0.0590122174731
21,0.790560217138,0.691938000899,0.374785876788,0.0206714206953,0.0582427565177
22,0.784017373168,0.69222721434,0.309788459487,0.0210671912855,0.0642976881157
23,0.774263956011,0.677264958666,0.256958501421,0.0245376457932,0.0692191418548
24,0.771630061468,0.673988505517,0.0630945047722,0.0254745929425,0.0872788323435
25,0.785787251616,0.681629047143,0.188390632702,0.0242395732241,0.0756066841935
26,0.784123031256,0.672907320304,0.144200697288,0.0245506420218,0.0797232637033
27,0.773976132228,0.655088287168,0.0743749814523,0.0251828198602,0.0862279826709
28,0.771896069203,0.662510568033,0.166248020153,0.0198886694315,0.0776694123749
29,0.741963167407,0.64037975495,0.0864181397966,0.0262789501886,0.0851060842475
