generation,train,validation,test,valid_mse,test_mse
0,0.513447091948,0.444705151249,0.352162995425,0.0366658130407,0.0603502248586
1,0.544287342009,0.49975833693,0.412409401439,0.0355153988339,0.0547378808211
2,0.556579978601,0.488282627601,0.346664321146,0.0393258290724,0.0608624620831
3,0.573097389105,0.524659925525,0.34182015986,0.0338932668706,0.0613137271711
4,0.589743672749,0.533931097206,0.329716074927,0.0330155664769,0.062441301302
5,0.597009629834,0.54383881726,0.396896758812,0.031751368223,0.0561829842408
6,0.603067351408,0.544251416346,0.433378451331,0.0324433430269,0.0527844776238
7,0.620929790228,0.58467584476,0.549212276495,0.0281901061797,0.0419938044367
8,0.644479218197,0.626594899734,0.568111051721,0.0256171418208,0.0402332607716
9,0.657067372813,0.644468725632,0.581776305961,0.0247469922493,0.0389602535795
10,0.669138903533,0.664988770743,0.588073518558,0.0231074244482,0.038373627324
11,0.67456769927,0.66867119757,0.59366060392,0.022445981207,0.0378531540329
12,0.670852650634,0.668126375439,0.573248173297,0.0225192078098,0.0397547045298
13,0.671800418789,0.665994084957,0.570595306477,0.0245326563832,0.0400018363052
14,0.612147603972,0.584894761947,0.552081890296,0.0546945381341,0.0417264812722
15,0.651983574827,0.642443540056,0.547700294923,0.0232471423973,0.0421346553409
16,0.654402626067,0.647127738471,0.548426863741,0.0230977448368,0.0420669707363
17,0.659144400286,0.655800998448,0.548212865339,0.0227764985719,0.0420869060774
18,0.663683169115,0.66091836172,0.545551022274,0.0226303995473,0.0423348740484
19,0.66913694951,0.669900582944,0.549402145697,0.023855796421,0.0419761168873
20,0.678284646836,0.675611930356,0.539834794842,0.0221846978302,0.0428673777621
21,0.648047635337,0.642955620767,0.492192338806,0.0304662681363,0.047305581993
22,0.684691752702,0.688167266215,0.54031122485,0.0216682185861,0.0428229952123
23,0.688776521934,0.692854870305,0.540270016122,0.0214147741097,0.0428268340729
24,0.692041436224,0.69585712428,0.537643923177,0.0212013827463,0.0430714716881
25,0.656558257584,0.634639667505,0.514209395613,0.0215862255098,0.0452545501444
26,0.624815403672,0.566893136244,0.492748924942,0.0265245992332,0.0472537323792
27,0.602129410751,0.52253851021,0.487693389148,0.022141989556,0.0477246883755
28,0.613569514832,0.545575149667,0.490489718055,0.0355459520166,0.0474641921749
29,0.653042807753,0.620482891206,0.52222798069,0.0337104294265,0.0445075668615
