generation,train,validation,test,valid_mse,test_mse
0,0.538216884289,0.471133518691,0.32476408617,0.0377379309253,0.0629026112193
1,0.5711917748,0.512633593043,0.330679792664,0.0336960648223,0.0623515247351
2,0.632181992738,0.572975549036,0.296982648403,0.0316636136841,0.0654906325955
3,0.637531211356,0.598615381958,0.360751046716,0.0270978535793,0.0595501920991
4,0.666471676351,0.650542332037,0.300752203587,0.0258988549298,0.0651394740458
5,0.670652418621,0.640738170096,0.327715450299,0.0262983444641,0.0626276724807
6,0.674925494265,0.639469262762,0.338844283484,0.0301284121675,0.0615909493847
7,0.673935405967,0.648696972466,0.32724032635,0.0271669061078,0.0626719333626
8,0.677484024353,0.657471199938,0.288097766858,0.0287754044547,0.0663183170211
9,0.679822919192,0.664918139307,0.278453092942,0.0251749726964,0.0672167810413
10,0.674623402631,0.644464987095,0.303078013859,0.0250031698395,0.0649228097121
11,0.671022424149,0.637002010548,0.252572179059,0.0248490470841,0.0696277562732
12,0.674570517559,0.628850554566,0.272192091671,0.0276583656908,0.0678000339766
13,0.683104427915,0.642911867093,0.317480212981,0.0261200819898,0.0635811513176
14,0.69065555423,0.66371249855,0.343737399266,0.025384699804,0.0611351238674
15,0.695467160033,0.673573014616,0.347946364032,0.024977351612,0.060743031461
16,0.69665931481,0.672298520495,0.343143657178,0.0234452078835,0.0611904347994
17,0.695811725339,0.665639783999,0.323947442688,0.0247363359459,0.0629786868639
18,0.697570777558,0.665220492032,0.311803994241,0.0245241083437,0.0641099279619
19,0.700005439223,0.667633710275,0.304897000535,0.025008804833,0.0647533592884
20,0.703490986935,0.67132744201,0.298519515493,0.0244689311734,0.0653474634436
21,0.700592105824,0.664109175029,0.295187462838,0.0240433196674,0.0656578657911
22,0.710259021717,0.682651932086,0.295415624892,0.0238344533494,0.0656366110138
23,0.715278582294,0.688046829426,0.299253773631,0.0227273256818,0.0652790625289
24,0.71885188169,0.689475792622,0.296563009578,0.0231970000858,0.0655297246777
25,0.723014213733,0.696531667479,0.298092772085,0.02228009959,0.0653872173639
26,0.724874404369,0.694157755886,0.284056876416,0.0227397981118,0.0666947522125
27,0.728061216675,0.697960393874,0.286193880941,0.0225214941345,0.0664956763606
28,0.731110814307,0.70146684974,0.286099662343,0.02223486704,0.066504453435
29,0.720659358986,0.695360460674,0.327748820175,0.0220823893332,0.0626245638601
